productType,name,description,categories,tax,slug,variantId,code basis,sku,,prices,uid,approved,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,highlighted,new,piecesSold
clothing,Ambassador T-Shirt,"Wings for Life<br/>T-Shirt<br/>Farbe: weiß<br/>Material: 95% Baumwolle, 5% Elasthan<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKSFORSCHUNG!",rbr-collection-driver-vettel-women|wfl-women-t-shirts|wfl-ambassadors-women,full-tax,s-vettel-ambassador-t-shirt,1,WFL11014,M-106462,3495,EUR 34950,M-106462,YES,M,3E,weiß / sonstige,3,,NO,YES,10, ,female,,NO,0
,Ambassador T-Shirt,"Wings for Life<br/>T-Shirt<br/>Farbe: weiß<br/>Material: 95% Baumwolle, 5% Elasthan<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKSFORSCHUNG!",rbr-collection-driver-vettel-women|wfl-women-t-shirts|wfl-ambassadors-women,full-tax,s-vettel-ambassador-t-shirt,2,WFL11014,M-106463,3495,EUR 34950,M-106463,YES,L,3E,weiß / sonstige,3,,NO,YES,10, ,female,,NO,0
,Ambassador T-Shirt,"Wings for Life<br/>T-Shirt<br/>Farbe: weiß<br/>Material: 95% Baumwolle, 5% Elasthan<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKSFORSCHUNG!",rbr-collection-driver-vettel-women|wfl-women-t-shirts|wfl-ambassadors-women,full-tax,s-vettel-ambassador-t-shirt,3,WFL11014,M-106464,3495,EUR 34950,M-106464,YES,XL,3E,weiß / sonstige,3,,NO,YES,10, ,female,,NO,0
clothing,Beanie Stripe,"<p>Pink-wei&szlig;-schwarz gestreifte Damenm&uuml;tze mit gesticktem schwarz-silbernen EC Red Bull Salzburg Wappen.</p>
<p>Material: 100% Polyacryl</p>",ecs-accessories-caps,full-tax,beanie-stripe,1,ECS12014,M-109204,1495,EUR 14950,M-109204,YES,,8E,braun / sonstige,braun,,NO,YES,10, ,female,,YES,0
clothing,Scarf Stripe,"<p>Pink-wei&szlig;-schwarz gestreifter Damenschal mit gesticktem schwarz-silbernen EC Red Bull Salzburg Wappen.</p>
<p>Material: 100% Polyacryl</p>",ecs-accessories-scarfes,full-tax,scarf-stripe,1,ECS12015,M-109205,1495,EUR 14950,M-109205,YES,,8E,braun / sonstige,braun,,NO,YES,10, ,female,,YES,0
clothing,Puck Tee,"<p>Dynamisch, sportlich und trotzdem absolut feminin präsentiert sich dieses Shirt von EC Red Bull Salzburg. Die energiegeladene Puckgrafik auf der Vorderseite springt sofort ins Auge und macht es zu einem außergewöhnlichen Weihnachtsgeschenk! </p>
<p>Material: 100% Baumwolle</p>
<p>&nbsp;</p>
<p>&bull; EC Red Bull Salzburg Shirt für Frauen</p>
<p>&bull; Spektakulärer Frontprint mit integriertem EC Red Bull Salzburg Logo</p>
<p>&bull; Vereinslogo im Nacken</p>",ecs-women,full-tax,puck-t-shirt,1,ECS13002,M-112038,2495,EUR 24950,M-112038,YES,XS,13,navy,,,NO,YES,10, ,female,,NO,0
,Puck Tee,"<p>Dynamisch, sportlich und trotzdem absolut feminin präsentiert sich dieses Shirt von EC Red Bull Salzburg. Die energiegeladene Puckgrafik auf der Vorderseite springt sofort ins Auge und macht es zu einem außergewöhnlichen Weihnachtsgeschenk! </p>
<p>Material: 100% Baumwolle</p>
<p>&nbsp;</p>
<p>&bull; EC Red Bull Salzburg Shirt für Frauen</p>
<p>&bull; Spektakulärer Frontprint mit integriertem EC Red Bull Salzburg Logo</p>
<p>&bull; Vereinslogo im Nacken</p>",ecs-women,full-tax,puck-t-shirt,2,ECS13002,M-112039,2495,EUR 24950,M-112039,YES,S,13,navy,,,NO,YES,10, ,female,,NO,0
,Puck Tee,"<p>Dynamisch, sportlich und trotzdem absolut feminin präsentiert sich dieses Shirt von EC Red Bull Salzburg. Die energiegeladene Puckgrafik auf der Vorderseite springt sofort ins Auge und macht es zu einem außergewöhnlichen Weihnachtsgeschenk! </p>
<p>Material: 100% Baumwolle</p>
<p>&nbsp;</p>
<p>&bull; EC Red Bull Salzburg Shirt für Frauen</p>
<p>&bull; Spektakulärer Frontprint mit integriertem EC Red Bull Salzburg Logo</p>
<p>&bull; Vereinslogo im Nacken</p>",ecs-women,full-tax,puck-t-shirt,3,ECS13002,M-112040,2495,EUR 24950,M-112040,YES,M,13,navy,,,NO,YES,10, ,female,,NO,0
,Puck Tee,"<p>Dynamisch, sportlich und trotzdem absolut feminin präsentiert sich dieses Shirt von EC Red Bull Salzburg. Die energiegeladene Puckgrafik auf der Vorderseite springt sofort ins Auge und macht es zu einem außergewöhnlichen Weihnachtsgeschenk! </p>
<p>Material: 100% Baumwolle</p>
<p>&nbsp;</p>
<p>&bull; EC Red Bull Salzburg Shirt für Frauen</p>
<p>&bull; Spektakulärer Frontprint mit integriertem EC Red Bull Salzburg Logo</p>
<p>&bull; Vereinslogo im Nacken</p>",ecs-women,full-tax,puck-t-shirt,4,ECS13002,M-112041,2495,EUR 24950,M-112041,YES,L,13,navy,,,NO,YES,10, ,female,,NO,0
,Puck Tee,"<p>Dynamisch, sportlich und trotzdem absolut feminin präsentiert sich dieses Shirt von EC Red Bull Salzburg. Die energiegeladene Puckgrafik auf der Vorderseite springt sofort ins Auge und macht es zu einem außergewöhnlichen Weihnachtsgeschenk! </p>
<p>Material: 100% Baumwolle</p>
<p>&nbsp;</p>
<p>&bull; EC Red Bull Salzburg Shirt für Frauen</p>
<p>&bull; Spektakulärer Frontprint mit integriertem EC Red Bull Salzburg Logo</p>
<p>&bull; Vereinslogo im Nacken</p>",ecs-women,full-tax,puck-t-shirt,5,ECS13002,M-112042,2495,EUR 24950,M-112042,YES,XL,13,navy,,,NO,YES,10, ,female,,NO,0
clothing,Game Tee,"<p>Trotz seiner vordergr&uuml;ndigen Einfachheit, &uuml;berzeugt das schlichte EC Red Bull Salzburg T-Shirt mit wirkungsvollen Details wie aufgekrempelten Armb&uuml;ndchen, dezentem Logo auf der linken Brust und grafisch hochwertigem Spielerdruck. In Summe ein absolutes Meisterst&uuml;ck! Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Aufgekrempelte Armb&uuml;ndchen<br />&bull;&nbsp;&nbsp;&nbsp; EC Red Bull Salzburg Logo<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertiger Grafikdruck</p>",ecs-women,full-tax,game-tee,1,ECS12023,M-110732,2495,EUR 24950,M-110732,YES,XS,3,white,3,,NO,YES,10, ,female,,YES,0
,Game Tee,"<p>Trotz seiner vordergr&uuml;ndigen Einfachheit, &uuml;berzeugt das schlichte EC Red Bull Salzburg T-Shirt mit wirkungsvollen Details wie aufgekrempelten Armb&uuml;ndchen, dezentem Logo auf der linken Brust und grafisch hochwertigem Spielerdruck. In Summe ein absolutes Meisterst&uuml;ck! Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Aufgekrempelte Armb&uuml;ndchen<br />&bull;&nbsp;&nbsp;&nbsp; EC Red Bull Salzburg Logo<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertiger Grafikdruck</p>",ecs-women,full-tax,game-tee,2,ECS12023,M-110733,2495,EUR 24950,M-110733,YES,S,3,white,3,,NO,YES,10, ,female,,YES,0
,Game Tee,"<p>Trotz seiner vordergr&uuml;ndigen Einfachheit, &uuml;berzeugt das schlichte EC Red Bull Salzburg T-Shirt mit wirkungsvollen Details wie aufgekrempelten Armb&uuml;ndchen, dezentem Logo auf der linken Brust und grafisch hochwertigem Spielerdruck. In Summe ein absolutes Meisterst&uuml;ck! Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Aufgekrempelte Armb&uuml;ndchen<br />&bull;&nbsp;&nbsp;&nbsp; EC Red Bull Salzburg Logo<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertiger Grafikdruck</p>",ecs-women,full-tax,game-tee,3,ECS12023,M-110734,2495,EUR 24950,M-110734,YES,M,3,white,3,,NO,YES,10, ,female,,YES,0
,Game Tee,"<p>Trotz seiner vordergr&uuml;ndigen Einfachheit, &uuml;berzeugt das schlichte EC Red Bull Salzburg T-Shirt mit wirkungsvollen Details wie aufgekrempelten Armb&uuml;ndchen, dezentem Logo auf der linken Brust und grafisch hochwertigem Spielerdruck. In Summe ein absolutes Meisterst&uuml;ck! Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Aufgekrempelte Armb&uuml;ndchen<br />&bull;&nbsp;&nbsp;&nbsp; EC Red Bull Salzburg Logo<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertiger Grafikdruck</p>",ecs-women,full-tax,game-tee,4,ECS12023,M-110735,2495,EUR 24950,M-110735,YES,L,3,white,3,,NO,YES,10, ,female,,YES,0
clothing,Knitted Gloves,<p>RB Leipzig<br />Strickhandschuhe<br />Farbe: schwarz mit Logo<br />Material<br />- Strick: 100% Polyacryl<br />- Futter: 100% Polyester</p>,rbl-accessories-others|rbl-sale,full-tax,strickhandschuhe,1,RBL11007,M-106187,1295,EUR 12950,M-106187,YES,,9E,schwarz / sonstige,9,,NO,YES,10, ,female,,NO,0
clothing,Bullen Hoodie,"<p>Kapuzenpulli mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print auf linkem &Auml;rmelabschluss und RB Leipzig Teamwappen als Print auf rechtem &Auml;rmelabschluss. Kangaroo-Taschen mit rotem Abschluss. N&auml;hte um Kapuze, an linker Schuler, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot.</p>
<p>Material: 60% Baumwolle, 40% Polyester</p>",rbl-women,full-tax,bullen-hoodie,1,RBL12022,M-109181,5995,EUR 59950,M-109181,YES,XS,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Hoodie,"<p>Kapuzenpulli mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print auf linkem &Auml;rmelabschluss und RB Leipzig Teamwappen als Print auf rechtem &Auml;rmelabschluss. Kangaroo-Taschen mit rotem Abschluss. N&auml;hte um Kapuze, an linker Schuler, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot.</p>
<p>Material: 60% Baumwolle, 40% Polyester</p>",rbl-women,full-tax,bullen-hoodie,2,RBL12022,M-109182,5995,EUR 59950,M-109182,YES,S,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Hoodie,"<p>Kapuzenpulli mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print auf linkem &Auml;rmelabschluss und RB Leipzig Teamwappen als Print auf rechtem &Auml;rmelabschluss. Kangaroo-Taschen mit rotem Abschluss. N&auml;hte um Kapuze, an linker Schuler, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot.</p>
<p>Material: 60% Baumwolle, 40% Polyester</p>",rbl-women,full-tax,bullen-hoodie,3,RBL12022,M-109183,5995,EUR 59950,M-109183,YES,M,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Hoodie,"<p>Kapuzenpulli mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print auf linkem &Auml;rmelabschluss und RB Leipzig Teamwappen als Print auf rechtem &Auml;rmelabschluss. Kangaroo-Taschen mit rotem Abschluss. N&auml;hte um Kapuze, an linker Schuler, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot.</p>
<p>Material: 60% Baumwolle, 40% Polyester</p>",rbl-women,full-tax,bullen-hoodie,4,RBL12022,M-109184,5995,EUR 59950,M-109184,YES,L,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Hoodie,"<p>Kapuzenpulli mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print auf linkem &Auml;rmelabschluss und RB Leipzig Teamwappen als Print auf rechtem &Auml;rmelabschluss. Kangaroo-Taschen mit rotem Abschluss. N&auml;hte um Kapuze, an linker Schuler, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot.</p>
<p>Material: 60% Baumwolle, 40% Polyester</p>",rbl-women,full-tax,bullen-hoodie,5,RBL12022,M-109185,5995,EUR 59950,M-109185,YES,XL,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
clothing,Bullen Tank Top,"<p>Damen Tanktop mit schmaler Passform. Kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print vorne rechts &uuml;ber dem Saum und RB Leipzig Wappen im Nackenbereich.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tank-top,1,RBL12023,M-109186,1995,EUR 19950,M-109186,YES,XS,21,heather grey,2,,NO,YES,10, ,female,,YES,0
,Bullen Tank Top,"<p>Damen Tanktop mit schmaler Passform. Kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print vorne rechts &uuml;ber dem Saum und RB Leipzig Wappen im Nackenbereich.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tank-top,2,RBL12023,M-109187,1995,EUR 19950,M-109187,YES,S,21,heather grey,2,,NO,YES,10, ,female,,YES,0
,Bullen Tank Top,"<p>Damen Tanktop mit schmaler Passform. Kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print vorne rechts &uuml;ber dem Saum und RB Leipzig Wappen im Nackenbereich.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tank-top,3,RBL12023,M-109188,1995,EUR 19950,M-109188,YES,M,21,heather grey,2,,NO,YES,10, ,female,,YES,0
,Bullen Tank Top,"<p>Damen Tanktop mit schmaler Passform. Kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print vorne rechts &uuml;ber dem Saum und RB Leipzig Wappen im Nackenbereich.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tank-top,4,RBL12023,M-109189,1995,EUR 19950,M-109189,YES,L,21,heather grey,2,,NO,YES,10, ,female,,YES,0
,Bullen Tank Top,"<p>Damen Tanktop mit schmaler Passform. Kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print vorne rechts &uuml;ber dem Saum und RB Leipzig Wappen im Nackenbereich.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tank-top,5,RBL12023,M-109190,1995,EUR 19950,M-109190,YES,XL,21,heather grey,2,,NO,YES,10, ,female,,YES,0
clothing,Bullen Tee,"<p>Damen T-Shirt mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print l&auml;uft diagonal von vorne bis nach hinten. N&auml;hte am Kragen, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot. Am rechten &Auml;rmel ist das RB Leipzig Teamwappen als Print und am linken &Auml;rmel ein kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tee,1,RBL12024,M-109191,2495,EUR 24950,M-109191,YES,XS,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Tee,"<p>Damen T-Shirt mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print l&auml;uft diagonal von vorne bis nach hinten. N&auml;hte am Kragen, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot. Am rechten &Auml;rmel ist das RB Leipzig Teamwappen als Print und am linken &Auml;rmel ein kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tee,2,RBL12024,M-109192,2495,EUR 24950,M-109192,YES,S,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Tee,"<p>Damen T-Shirt mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print l&auml;uft diagonal von vorne bis nach hinten. N&auml;hte am Kragen, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot. Am rechten &Auml;rmel ist das RB Leipzig Teamwappen als Print und am linken &Auml;rmel ein kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tee,3,RBL12024,M-109194,2495,EUR 24950,M-109194,YES,L,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
,Bullen Tee,"<p>Damen T-Shirt mit einem kontrastfarbenen rechten &Auml;rmel. &bdquo;DIE ROTEN BULLEN&ldquo; Print l&auml;uft diagonal von vorne bis nach hinten. N&auml;hte am Kragen, am &Auml;rmelabschluss und am Bund sind in Kontrastfarbe rot. Am rechten &Auml;rmel ist das RB Leipzig Teamwappen als Print und am linken &Auml;rmel ein kleiner &bdquo;DIE ROTEN BULLEN&ldquo; Print.</p>
<p>Material: 57% Baumwolle, 38% Polyester, 5% Elastan</p>",rbl-women,full-tax,bullen-tee,4,RBL12024,M-109195,2495,EUR 24950,M-109195,YES,XL,2C,grey / red,2,,NO,YES,10, ,female,,YES,0
clothing,Stripes Hoodie,"<p>Der RB Leipzig Hoodie in asymmetrischem Streifenlook ist an Style kaum zu &uuml;bertreffen &ndash; steht er doch neben Modegeschmack auch f&uuml;r die Lieblingsmannschaft. Hoher Kragen und K&auml;ngurutasche garantieren gem&uuml;tlichen Tragekomfort und RB Leipzig Teamwappen sowie &bdquo;Die roten Bullen&ldquo; Schriftzug setzen optische Highlights.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Material:</strong>&nbsp;100% Baumwolle</p>
<p>&bull;&nbsp;RB Leipzig Hoodie f&uuml;r Frauen</p>
<p>&bull;&nbsp;Asymmetrischer Streifenlook</p>
<p>&bull;&nbsp;Hoher Kragen mit Kordelzug</p>
<p>&bull;&nbsp;K&auml;ngurutasche</p>
<p>&bull;&nbsp;RB Leipzig Teamwappen auf der linken Brust</p>
<p>&bull;&nbsp;&bdquo;Die roten Bullen&ldquo; Schriftzug am rechten Unterarm</p>",rbl-women,full-tax,stripes-hoodie,1,RBL13025,M-112435,5995,EUR 59950,M-112435,YES,XS,1H,navy / red,1,,NO,YES,10, ,female,,NO,0
,Stripes Hoodie,"<p>Der RB Leipzig Hoodie in asymmetrischem Streifenlook ist an Style kaum zu &uuml;bertreffen &ndash; steht er doch neben Modegeschmack auch f&uuml;r die Lieblingsmannschaft. Hoher Kragen und K&auml;ngurutasche garantieren gem&uuml;tlichen Tragekomfort und RB Leipzig Teamwappen sowie &bdquo;Die roten Bullen&ldquo; Schriftzug setzen optische Highlights.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Material:</strong>&nbsp;100% Baumwolle</p>
<p>&bull;&nbsp;RB Leipzig Hoodie f&uuml;r Frauen</p>
<p>&bull;&nbsp;Asymmetrischer Streifenlook</p>
<p>&bull;&nbsp;Hoher Kragen mit Kordelzug</p>
<p>&bull;&nbsp;K&auml;ngurutasche</p>
<p>&bull;&nbsp;RB Leipzig Teamwappen auf der linken Brust</p>
<p>&bull;&nbsp;&bdquo;Die roten Bullen&ldquo; Schriftzug am rechten Unterarm</p>",rbl-women,full-tax,stripes-hoodie,2,RBL13025,M-112436,5995,EUR 59950,M-112436,YES,S,1H,navy / red,1,,NO,YES,10, ,female,,NO,0
,Stripes Hoodie,"<p>Der RB Leipzig Hoodie in asymmetrischem Streifenlook ist an Style kaum zu &uuml;bertreffen &ndash; steht er doch neben Modegeschmack auch f&uuml;r die Lieblingsmannschaft. Hoher Kragen und K&auml;ngurutasche garantieren gem&uuml;tlichen Tragekomfort und RB Leipzig Teamwappen sowie &bdquo;Die roten Bullen&ldquo; Schriftzug setzen optische Highlights.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Material:</strong>&nbsp;100% Baumwolle</p>
<p>&bull;&nbsp;RB Leipzig Hoodie f&uuml;r Frauen</p>
<p>&bull;&nbsp;Asymmetrischer Streifenlook</p>
<p>&bull;&nbsp;Hoher Kragen mit Kordelzug</p>
<p>&bull;&nbsp;K&auml;ngurutasche</p>
<p>&bull;&nbsp;RB Leipzig Teamwappen auf der linken Brust</p>
<p>&bull;&nbsp;&bdquo;Die roten Bullen&ldquo; Schriftzug am rechten Unterarm</p>",rbl-women,full-tax,stripes-hoodie,3,RBL13025,M-112437,5995,EUR 59950,M-112437,YES,M,1H,navy / red,1,,NO,YES,10, ,female,,NO,0
,Stripes Hoodie,"<p>Der RB Leipzig Hoodie in asymmetrischem Streifenlook ist an Style kaum zu &uuml;bertreffen &ndash; steht er doch neben Modegeschmack auch f&uuml;r die Lieblingsmannschaft. Hoher Kragen und K&auml;ngurutasche garantieren gem&uuml;tlichen Tragekomfort und RB Leipzig Teamwappen sowie &bdquo;Die roten Bullen&ldquo; Schriftzug setzen optische Highlights.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Material:</strong>&nbsp;100% Baumwolle</p>
<p>&bull;&nbsp;RB Leipzig Hoodie f&uuml;r Frauen</p>
<p>&bull;&nbsp;Asymmetrischer Streifenlook</p>
<p>&bull;&nbsp;Hoher Kragen mit Kordelzug</p>
<p>&bull;&nbsp;K&auml;ngurutasche</p>
<p>&bull;&nbsp;RB Leipzig Teamwappen auf der linken Brust</p>
<p>&bull;&nbsp;&bdquo;Die roten Bullen&ldquo; Schriftzug am rechten Unterarm</p>",rbl-women,full-tax,stripes-hoodie,4,RBL13025,M-112438,5995,EUR 59950,M-112438,YES,L,1H,navy / red,1,,NO,YES,10, ,female,,NO,0
,Stripes Hoodie,"<p>Der RB Leipzig Hoodie in asymmetrischem Streifenlook ist an Style kaum zu &uuml;bertreffen &ndash; steht er doch neben Modegeschmack auch f&uuml;r die Lieblingsmannschaft. Hoher Kragen und K&auml;ngurutasche garantieren gem&uuml;tlichen Tragekomfort und RB Leipzig Teamwappen sowie &bdquo;Die roten Bullen&ldquo; Schriftzug setzen optische Highlights.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Material:</strong>&nbsp;100% Baumwolle</p>
<p>&bull;&nbsp;RB Leipzig Hoodie f&uuml;r Frauen</p>
<p>&bull;&nbsp;Asymmetrischer Streifenlook</p>
<p>&bull;&nbsp;Hoher Kragen mit Kordelzug</p>
<p>&bull;&nbsp;K&auml;ngurutasche</p>
<p>&bull;&nbsp;RB Leipzig Teamwappen auf der linken Brust</p>
<p>&bull;&nbsp;&bdquo;Die roten Bullen&ldquo; Schriftzug am rechten Unterarm</p>",rbl-women,full-tax,stripes-hoodie,5,RBL13025,M-112439,5995,EUR 59950,M-112439,YES,XL,1H,navy / red,1,,NO,YES,10, ,female,,NO,0
clothing,Leipzig Tee,"<p>Schlicht und einfach wirkt dieses RB Leipzig Damenshirt, aber an Aussagekraft mangelt es dem figurnahen Top nicht. Daf&uuml;r sorgen raffinierte Details wie Teamwappen auf der Brust, V-Ausschnitt und S&auml;ume in Kontrastfarbe.<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Shirt f&uuml;r Frauen<br />&bull;&nbsp;&nbsp;&nbsp; V-Ausschnitt<br />&bull;&nbsp;&nbsp;&nbsp; RB Leipzig Teamwappen auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Ausschnitt und Saum in Kontrastfarbe</p>",rbl-women,full-tax,leipzig-t-shirt,1,RBL13026,M-112440,2495,EUR 24950,M-112440,YES,XS,3,white,3,,NO,YES,10, ,female,,NO,0
,Leipzig Tee,"<p>Schlicht und einfach wirkt dieses RB Leipzig Damenshirt, aber an Aussagekraft mangelt es dem figurnahen Top nicht. Daf&uuml;r sorgen raffinierte Details wie Teamwappen auf der Brust, V-Ausschnitt und S&auml;ume in Kontrastfarbe.<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Shirt f&uuml;r Frauen<br />&bull;&nbsp;&nbsp;&nbsp; V-Ausschnitt<br />&bull;&nbsp;&nbsp;&nbsp; RB Leipzig Teamwappen auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Ausschnitt und Saum in Kontrastfarbe</p>",rbl-women,full-tax,leipzig-t-shirt,2,RBL13026,M-112441,2495,EUR 24950,M-112441,YES,S,3,white,3,,NO,YES,10, ,female,,NO,0
,Leipzig Tee,"<p>Schlicht und einfach wirkt dieses RB Leipzig Damenshirt, aber an Aussagekraft mangelt es dem figurnahen Top nicht. Daf&uuml;r sorgen raffinierte Details wie Teamwappen auf der Brust, V-Ausschnitt und S&auml;ume in Kontrastfarbe.<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Shirt f&uuml;r Frauen<br />&bull;&nbsp;&nbsp;&nbsp; V-Ausschnitt<br />&bull;&nbsp;&nbsp;&nbsp; RB Leipzig Teamwappen auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Ausschnitt und Saum in Kontrastfarbe</p>",rbl-women,full-tax,leipzig-t-shirt,3,RBL13026,M-112451,2495,EUR 24950,M-112451,YES,M,3,white,3,,NO,YES,10, ,female,,NO,0
,Leipzig Tee,"<p>Schlicht und einfach wirkt dieses RB Leipzig Damenshirt, aber an Aussagekraft mangelt es dem figurnahen Top nicht. Daf&uuml;r sorgen raffinierte Details wie Teamwappen auf der Brust, V-Ausschnitt und S&auml;ume in Kontrastfarbe.<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Shirt f&uuml;r Frauen<br />&bull;&nbsp;&nbsp;&nbsp; V-Ausschnitt<br />&bull;&nbsp;&nbsp;&nbsp; RB Leipzig Teamwappen auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Ausschnitt und Saum in Kontrastfarbe</p>",rbl-women,full-tax,leipzig-t-shirt,4,RBL13026,M-112452,2495,EUR 24950,M-112452,YES,L,3,white,3,,NO,YES,10, ,female,,NO,0
,Leipzig Tee,"<p>Schlicht und einfach wirkt dieses RB Leipzig Damenshirt, aber an Aussagekraft mangelt es dem figurnahen Top nicht. Daf&uuml;r sorgen raffinierte Details wie Teamwappen auf der Brust, V-Ausschnitt und S&auml;ume in Kontrastfarbe.<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Shirt f&uuml;r Frauen<br />&bull;&nbsp;&nbsp;&nbsp; V-Ausschnitt<br />&bull;&nbsp;&nbsp;&nbsp; RB Leipzig Teamwappen auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Ausschnitt und Saum in Kontrastfarbe</p>",rbl-women,full-tax,leipzig-t-shirt,5,RBL13026,M-112453,2495,EUR 24950,M-112453,YES,XL,3,white,3,,NO,YES,10, ,female,,NO,0
clothing,Logo T-Shirt, ,rbl-women,full-tax,logo-t-shirt,1,RBL12018,M-109068,2295,EUR 22950,M-109068,YES,XS,13,navy,1,,NO,YES,10, ,female,,NO,0
,Logo T-Shirt, ,rbl-women,full-tax,logo-t-shirt,2,RBL12018,M-109069,2295,EUR 22950,M-109069,YES,S,13,navy,1,,NO,YES,10, ,female,,NO,0
,Logo T-Shirt, ,rbl-women,full-tax,logo-t-shirt,3,RBL12018,M-109070,2295,EUR 22950,M-109070,YES,M,13,navy,1,,NO,YES,10, ,female,,NO,0
